from_grid,to_grid,avg_time
3529527,3531443,83
3023670,3023669,15
3516127,3514211,20
3611913,3609997,42
3596535,3598451,97
3625595,3625594,15
2661494,2661493,15
3443302,3441386,15
3552545,3552544,18
1975727,1977643,15
3677014,3675098,15
3523752,3521836,57
3556326,3558242,70
3464444,3462528,45
3692585,3692586,30
2718974,2717058,15
3541050,3541049,33
3640761,3638845,15
3521842,3521843,73
3311243,3311244,15
2240090,2242006,15
3506674,3506673,22
3205879,3205878,22
3504592,3506508,63
3146347,3146348,99
3565989,3567905,30
3328464,3328463,37
3694636,3694635,30
3629256,3629255,15
3571775,3571774,31
3609951,3609950,15
3542957,3542956,67
3535249,3535250,24
3362807,3364723,30
3562262,3562261,15
3173355,3171439,30
3579336,3579335,60
3238542,3236626,15
3611951,3613867,17
3581266,3579350,15
3640688,3640689,15
3698083,3698084,15
3129297,3127381,15
3443284,3445200,30
3671512,3671513,30
3604274,3604275,15
3542943,3542942,15
3305465,3305464,37
3546882,3544966,90
3535234,3537150,31
2931684,2931683,37
3307493,3307494,15
3077335,3077334,15
3454778,3454779,46
2969993,2968077,15
3083297,3083296,45
3525656,3525657,118
3316831,3314915,45
3717407,3717408,22
3184702,3184703,15
2381832,2383748,60
3322715,3324631,60
2916334,2918250,90
2636546,2636545,15
2929777,2929776,30
3703830,3703829,15
2991061,2989145,15
3176977,3176976,15
3531504,3533420,30
3527619,3527620,20
3575656,3575657,45
3037057,3035141,15
2810996,2810997,15
3537155,3539071,69
3539099,3537183,86
3508527,3508526,15
3223022,3223021,30
3771241,3769325,30
3656247,3658163,18
3462452,3460536,210
3560339,3560338,30
3433704,3433703,35
3671358,3673274,90
3700310,3702226,22
3326539,3326540,15
3569720,3571636,25
3351312,3353228,30
3217173,3217172,15
3104106,3102190,15
3462448,3462449,105
3420293,3422209,30
3533346,3531430,88
2920128,2920127,75
3468244,3466328,45
3500889,3500890,30
2952773,2954689,15
3688578,3688577,38
3142492,3142491,15
2996854,2994938,30
2563866,2563867,15
3533327,3535243,50
3703881,3705797,30
3531434,3533350,117
3395389,3395388,15
3550776,3548860,60
3711575,3713491,15
3500782,3500781,50
3303763,3303764,15
3351367,3351368,22
3592774,3592775,315
3345728,3345729,26
3644645,3644644,45
3518180,3518181,25
3606132,3606133,62
3205684,3205683,15
3577410,3577411,15
3418519,3418518,15
3586997,3586998,15
3186626,3186627,15
3876372,3876373,45
3498856,3498857,60
3537160,3535244,15
2803275,2803276,15
3849475,3851391,30
3429898,3431814,45
3753707,3751791,45
3029387,3031303,15
2546620,2546619,15
2745802,2743886,30
3537169,3537170,58
3563970,3565886,55
3466291,3466292,30
3462476,3464392,15
3449033,3449034,15
3746019,3746020,57
3313251,3313250,15
3617728,3615812,56
3081376,3081375,15
3414548,3416464,49
3433732,3431816,15
3263337,3261421,30
3554619,3552703,435
3644464,3644463,120
3730916,3730915,30
3715543,3715544,22
3359174,3359175,30
3723162,3723161,15
3554674,3554673,15
3362904,3362905,15
3587164,3589080,30
3447126,3447127,37
3701927,3701928,45
3058165,3060081,15
2983416,2983417,20
3422228,3422229,45
3665867,3667783,30
3782411,3784327,15
3531407,3533323,122
3067752,3067753,15
3640663,3640662,17
3604303,3604304,15
3537188,3537187,84
3646381,3646380,15
3399246,3399245,30
3058164,3058165,15
3556511,3556510,30
3529499,3529500,21
3709657,3711573,40
3638687,3638686,40
2594388,2592472,22
3280531,3280532,15
3715473,3715474,22
3606178,3606177,15
3314910,3312994,31
3433717,3433716,45
3491199,3491200,31
3611955,3611954,61
3318765,3316849,15
3675134,3673218,15
3332237,3332236,15
3727097,3727098,15
3539206,3541122,15
3529514,3531430,100
3535346,3535347,15
3295859,3295858,15
3504595,3504594,50
2920208,2922124,107
3403098,3405014,45
3464402,3464401,20
3573601,3573600,15
2993082,2991166,15
3487347,3487346,33
3623502,3623503,15
3556373,3556372,48
3330330,3330329,15
3194185,3192269,30
3636859,3634943,15
3655940,3657856,30
3309308,3309307,15
2935456,2933540,15
2759266,2759267,15
3472069,3472070,15
3659826,3659827,165
3705815,3707731,22
3525683,3525684,58
3667792,3667791,22
3433783,3435699,15
3318747,3320663,30
3638752,3638753,22
2801367,2801368,15
3470179,3470178,58
3677093,3677094,17
3533373,3531457,15
3485440,3485439,22
3527580,3527579,20
3207740,3209656,30
3334145,3334144,15
3399261,3397345,30
2956604,2956603,15
3560154,3560155,15
2603980,2602064,30
3523776,3523777,54
3305438,3305437,15
3504734,3504733,15
3642538,3642539,15
3611871,3611870,52
3644464,3642548,40
3748194,3748193,60
3247957,3247956,15
2680647,2678731,30
3680918,3680919,30
3518014,3518015,87
3527646,3527647,15
2623123,2621207,18
3184675,3186591,15
3500879,3500878,15
3276590,3274674,15
3517999,3518000,32
3134834,3132918,16
3644502,3646418,15
3506643,3506644,22
3399212,3399213,24
3516096,3516097,57
3255503,3253587,30
3449037,3447121,45
3125301,3123385,30
3175111,3175110,15
3543036,3543037,27
3508430,3508429,92
3552554,3552555,45
2908703,2910619,30
2759196,2761112,22
3577397,3577398,37
3669697,3669698,15
3732614,3730698,15
3552694,3552695,15
3263179,3263180,15
3441402,3443318,22
3270879,3272795,37
3686626,3686627,15
3445288,3445289,30
3265086,3265087,30
3493109,3493108,38
3489500,3491416,30
3690460,3690459,37
3568118,3568119,15
3554461,3554462,30
3514174,3514175,78
3546851,3548767,15
3554601,3554602,22
3655941,3655942,15
3368576,3366660,15
3186598,3186599,20
3694366,3694367,36
3554410,3554409,23
2971911,2973827,45
3514188,3516104,52
3527715,3527716,30
3590858,3588942,45
3527716,3529632,30
3519910,3517994,112
3479722,3477806,26
2582898,2582897,105
3554480,3552564,45
3516100,3514184,19
3370465,3372381,30
2868570,2868571,30
3165434,3165433,15
3512281,3514197,29
3544874,3544875,82
3489431,3491347,187
3560172,3560171,40
3205796,3205795,20
3514193,3512277,17
3479707,3477791,54
3061968,3061967,15
3598543,3598542,30
3625285,3627201,25
3010251,3010252,15
3567803,3565887,23
3491286,3491285,45
2125147,2127063,15
3560312,3558396,15
3542897,3542898,55
3660104,3660105,15
3650303,3652219,30
3479774,3481690,315
3623362,3625278,48
3746018,3746019,60
3565896,3563980,22
3035174,3037090,40
3152097,3154013,15
3424205,3426121,15
3550610,3550609,53
3527594,3525678,21
3485509,3485508,45
3638738,3640654,45
3502823,3504739,30
3366899,3366900,45
3611956,3611955,37
3477796,3477797,471
2996812,2994896,15
3629228,3629227,15
3297807,3297806,30
3595003,3595004,15
2713225,2711309,15
3692349,3694265,15
3305507,3305506,15
3654047,3655963,62
3387760,3387759,45
3452861,3452860,83
3596581,3594665,45
3491268,3491269,40
3502684,3504600,28
3652210,3654126,30
3633098,3633097,15
3648413,3648412,45
3315171,3315172,15
3715542,3715543,37
3757522,3755606,30
3506628,3506629,30
3464399,3464400,47
3565895,3565894,127
3410732,3410733,45
3332168,3330252,15
3770986,3772902,442
3621737,3621736,15
3560239,3560240,15
3320812,3318896,22
3615766,3613850,30
3667496,3667497,32
3406916,3405000,15
3715333,3715334,45
3525669,3527585,60
3562147,3564063,15
3723159,3723160,15
2575273,2575272,15
2740026,2740027,45
2701726,2701727,15
3656083,3656082,15
3859053,3860969,15
3595004,3596920,30
3247872,3245956,15
3456713,3456714,82
2770697,2770698,15
3554619,3554618,15
3138685,3138686,45
3571658,3571657,48
3418404,3420320,60
3665533,3665534,15
3527591,3527592,38
3385812,3387728,37
2801316,2799400,15
3525684,3525685,33
3504735,3502819,60
3322705,3320789,30
3282369,3284285,15
3447127,3449043,219
3452872,3454788,17
3755609,3757525,15
3510348,3512264,52
3523750,3525666,53
3644934,3646850,30
3600500,3600501,30
3391563,3389647,15
3135072,3133156,15
3575495,3575494,60
3636828,3636829,17
3495018,3495017,23
3694494,3694493,15
3633097,3633096,18
3401134,3401135,54
3728785,3726869,15
3134790,3134791,15
3761387,3761388,15
3552477,3550561,36
3263195,3263196,22
3506520,3504604,23
3531408,3531407,19
2655754,2657670,15
2791829,2793745,15
2540859,2540858,15
3061967,3061968,15
3638689,3638688,15
3313250,3311334,15
3485535,3485536,15
3472039,3472040,85
3265412,3265411,15
2989167,2987251,22
3370467,3370466,15
3523820,3525736,46
3196094,3194178,30
3759452,3761368,45
3332239,3330323,15
3228696,3228697,315
3776709,3776708,67
2910546,2908630,60
3142489,3142488,15
3615782,3615781,21
3623479,3623478,39
3527593,3529509,18
3554394,3554395,83
3100373,3102289,15
3330331,3330330,15
2889465,2889466,15
3592834,3592833,60
3232792,3230876,16
3690667,3690666,20
3178887,3178886,15
3525658,3525659,35
3602550,3600634,90
3500859,3502775,30
3565988,3565989,15
1994860,1996776,15
3338041,3338040,15
3849522,3847606,30
3506529,3508445,57
3449035,3449036,45
3311074,3311075,90
3527579,3527580,15
3464439,3466355,60
3332252,3330336,17
3433851,3435767,15
3625594,3623678,15
3502697,3502698,17
3533325,3535241,24
3533368,3535284,50
3539140,3539139,52
3508598,3506682,15
3543223,3541307,22
3500766,3500765,56
3608194,3610110,30
3525662,3523746,77
3518001,3518002,68
3452863,3450947,60
3521871,3521872,49
2590528,2590529,30
3606180,3606179,15
3305505,3305504,41
3816902,3816901,15
3318889,3318890,30
3481598,3481599,25
3744182,3744183,45
2697839,2697840,15
3132855,3134771,45
3659991,3661907,17
2770702,2768786,15
3592945,3591029,16
3646573,3648489,16
3357184,3357185,15
3667679,3667678,15
3299856,3297940,15
3539070,3539069,20
2808957,2808956,15
3472030,3472029,15
3753708,3753707,30
3454807,3454808,30
3537168,3539084,57
3466281,3464365,15
3535260,3535261,51
3102294,3102295,90
3606329,3608245,30
3544950,3544949,36
3489292,3489293,15
3617703,3615787,75
3510506,3508590,15
2626975,2628891,16
3658029,3658030,15
2586723,2588639,30
2705559,2703643,15
3435619,3437535,103
3546741,3548657,57
3573682,3573683,15
3598486,3596570,210
3495097,3495098,45
3594699,3594698,36
3493205,3493206,18
3527606,3529522,87
3631088,3633004,30
3322578,3324494,90
3046727,3048643,15
3799625,3797709,15
3537265,3537266,34
3558291,3560207,23
3569930,3568014,15
3659921,3659922,15
3617897,3617896,15
3523754,3521838,76
3280407,3280406,30
3518141,3518142,45
3454798,3454797,15
2975698,2975699,105
3608194,3608195,30
3640911,3642827,15
3309305,3307389,15
3560213,3562129,30
3851414,3849498,30
3422345,3420429,150
3477798,3477799,31
3548648,3550564,15
3481668,3481669,21
3500929,3502845,15
2782155,2780239,15
3152095,3152096,15
3650504,3650503,15
3554421,3556337,48
3519927,3518011,74
3541080,3541079,16
3355169,3355170,45
3648763,3648762,15
3828381,3830297,15
3667424,3667425,15
3328351,3330267,15
3598542,3596626,28
3600477,3598561,45
3736809,3736810,15
3512357,3510441,35
2872397,2872398,15
3594862,3594863,17
3675457,3675456,15
3516144,3516143,15
3512274,3512273,15
3284533,3284532,15
3194200,3192284,30
3541103,3541104,15
3594672,3592756,21
3552556,3552557,33
3661829,3663745,60
3866717,3868633,15
2927868,2929784,65
3441386,3441387,75
3542941,3542942,63
3544833,3544834,37
2975755,2977671,15
3261291,3259375,15
3552477,3552476,48
3562066,3562065,61
3675317,3675316,45
3512260,3510344,103
3520076,3520077,45
3690416,3688500,15
3054305,3056221,15
3508580,3508581,15
3483686,3485602,15
3655984,3655985,60
3240168,3240167,30
3556347,3556346,30
3554412,3554411,28
3600434,3598518,45
3602369,3600453,15
3633027,3633026,15
2582900,2582899,15
3516101,3516100,52
3659838,3661754,30
3514166,3514165,45
3774993,3774994,15
3587018,3585102,72
3408850,3408851,45
3744313,3744312,52
3667494,3669410,60
3585083,3583167,15
2943166,2941250,22
3592710,3592709,15
3623461,3623462,25
3613829,3613830,43
3531478,3531477,39
3525759,3525758,60
2931682,2933598,15
3504896,3506812,15
3669699,3669700,15
3199991,3199990,15
3521916,3520000,30
3234542,3236458,15
3596700,3596701,15
2826230,2826231,15
3489436,3487520,23
2983502,2981586,15
3552626,3554542,22
3554518,3556434,90
2901001,2901000,15
3140807,3138891,15
2973833,2975749,22
3512301,3510385,45
2897131,2897130,45
3518006,3516090,46
3483551,3483550,18
3596537,3596536,78
3558239,3556323,15
3598472,3596556,15
3592776,3594692,20
3575477,3577393,20
3491274,3489358,67
3828395,3830311,15
3638870,3638869,16
3650319,3652235,45
3656015,3654099,40
3324555,3324554,17
3357074,3358990,115
3542968,3544884,45
3625380,3625381,15
3387759,3389675,45
3426118,3426117,15
3563983,3563984,34
3104173,3104174,15
3713404,3713403,65
3527647,3527648,15
3696402,3696401,15
3489432,3491348,15
3178914,3176998,15
2971898,2971899,30
3570052,3570053,22
3470122,3470121,30
3433745,3431829,30
3527651,3527650,59
3544873,3546789,60
3512271,3510355,15
3571687,3571686,15
3422218,3420302,90
3433700,3433701,222
2935549,2935550,30
3341756,3343672,17
3518152,3518153,45
3389664,3389665,246
3489375,3491291,15
2550510,2550511,45
3531503,3531504,75
3632973,3632972,60
3529568,3529569,15
3504596,3502680,50
2577191,2577192,15
3588876,3588877,87
3686630,3684714,15
3805415,3805416,60
3698139,3698140,30
3707713,3707712,15
2753408,2753407,15
2809024,2809023,22
3452876,3452875,24
3171449,3169533,15
3560210,3560211,43
3416496,3418412,45
3257451,3255535,15
3485550,3485549,30
3797780,3799696,15
3544891,3542975,15
3562161,3564077,58
3556313,3558229,15
3249777,3251693,30
3315021,3313105,30
3702153,3700237,30
3542929,3542928,37
3493096,3493095,67
2349287,2349286,15
3495031,3495030,15
3640674,3640675,15
2674897,2676813,15
3671623,3671624,15
3633057,3633056,45
3713413,3713414,23
3519938,3518022,168
3481629,3479713,45
3558248,3560164,75
3330270,3330271,21
3721352,3719436,30
3230642,3232558,42
3495151,3495152,15
2603976,2603977,15
3523790,3525706,105
3554396,3552480,19
3541046,3542962,15
3525725,3527641,15
3508444,3506528,20
3625373,3625372,65
3568011,3568010,15
3552488,3552487,91
3707950,3707949,15
3581239,3581240,32
3514342,3514343,106
3516184,3514268,15
2937467,2937468,45
3625387,3623471,26
3408936,3408937,15
3084954,3083038,15
3154006,3154007,75
3621539,3621540,52
3560307,3560308,15
3454865,3454864,60
3529722,3531638,45
3548800,3548801,15
3569919,3568003,30
3700087,3700088,30
3550567,3548651,30
3483605,3481689,26
3343728,3341812,15
3261582,3261581,75
3527608,3527607,31
3546865,3546866,28
3544846,3544847,50
3525673,3525672,54
3516114,3516113,30
3519911,3519910,88
3514179,3514178,75
3483535,3483534,17
2619290,2617374,25
3631079,3631078,43
3631149,3629233,30
2575190,2575189,15
3761712,3759796,15
3473952,3473953,82
3613799,3613800,55
3113756,3113757,52
3404964,3406880,30
3477773,3477772,71
3554409,3552493,15
3556317,3556316,62
3493263,3491347,50
3571683,3571684,15
3496935,3496936,84
3715323,3713407,82
3654019,3654020,22
3324494,3324495,15
3426041,3426042,15
3439453,3439452,51
3665589,3665590,152
3558415,3558416,21
3184679,3184678,15
3150097,3150096,30
3644659,3642743,48
3608081,3608082,95
3544887,3544888,120
3474009,3474010,55
3163542,3163541,15
3562091,3564007,15
3564044,3564043,45
3414547,3416463,60
3623445,3625361,45
3558223,3556307,17
3669475,3669476,45
3479721,3479720,23
3340072,3341988,15
3198189,3198190,22
3044738,3046654,15
3774818,3772902,50
2736280,2738196,30
3688574,3688575,15
3083089,3083088,30
3579349,3577433,62
3652102,3650186,18
2571397,2573313,15
3667695,3665779,45
2686438,2686437,30
3516263,3518179,67
3529489,3529488,50
3491188,3489272,45
3215319,3215320,28
3657849,3657850,15
3606453,3606454,15
3635168,3637084,30
3519920,3519921,82
3539095,3541011,16
3412682,3412683,30
2519913,2519912,450
3399217,3399216,41
3498847,3498846,90
3466338,3466337,195
2146225,2148141,15
2745812,2747728,15
3496926,3496925,80
3571696,3571697,25
3590913,3590912,60
1987329,1987328,15
3286174,3284258,15
3636830,3634914,45
3562082,3560166,21
3638770,3636854,77
3862873,3862872,15
3669339,3667423,90
3263499,3263500,15
3537159,3537158,36
3673181,3675097,45
3294021,3292105,60
3504693,3504692,15
3717231,3717230,72
3604219,3604220,712
3242185,3242186,30
3487648,3489564,30
3468212,3470128,22
3500832,3500833,15
3399260,3399259,15
3452885,3452886,15
3533341,3533342,18
3244055,3244056,30
3493119,3493120,15
3330371,3328455,15
3723242,3723243,15
3606164,3604248,40
3533332,3533331,33
3723163,3723162,30
2590555,2592471,67
3640608,3640607,18
3562064,3563980,33
3504609,3502693,65
3301827,3301828,15
3132839,3132840,30
2812797,2812796,15
3389691,3389692,20
3715472,3715473,15
3397352,3395436,22
3502688,3500772,48
3621584,3621583,30
3334214,3332298,90
3502674,3502673,68
3544961,3544960,45
3531406,3533322,18
3472100,3470184,30
3516141,3516140,15
3119509,3119508,15
3357155,3359071,60
3527590,3529506,71
3525655,3527571,58
3527651,3525735,50
2924040,2922124,48
3562249,3560333,19
3358997,3357081,82
3175274,3177190,22
3420349,3420350,15
2881794,2881793,60
3408839,3410755,51
3347596,3349512,30
3521846,3519930,20
2776488,2774572,15
3861001,3861002,25
3631149,3631148,30
2738118,2738119,15
3560144,3558228,97
3544891,3544890,75
3125186,3125187,30
3519911,3517995,30
3376237,3374321,16
3205722,3207638,15
3150176,3150177,48
3560210,3562126,35
3558318,3560234,30
3694370,3694369,30
3600419,3602335,15
3458647,3458648,27
3496939,3496938,36
3621496,3623412,15
2958451,2960367,37
3634974,3636890,60
3406903,3404987,30
3548869,3550785,102
3523763,3525679,71
3705848,3705847,15
3498967,3500883,15
3506642,3506643,20
3495054,3496970,21
3293841,3291925,15
2912504,2912505,30
3608029,3606113,45
3537243,3537242,30
3677376,3677375,15
3134871,3136787,15
3414825,3416741,15
3598459,3596543,15
3801545,3803461,15
3426115,3424199,30
3573751,3573752,17
3610022,3610021,15
3617754,3619670,45
3611873,3611872,37
3613884,3615800,60
3612022,3613938,45
3644629,3644630,37
3221182,3221183,30
2600118,2600119,15
3173162,3173161,17
3541079,3539163,15
3516097,3518013,56
2929779,2929778,25
3495046,3495045,15
3519978,3521894,52
3537241,3535325,45
3251704,3249788,15
3121444,3123360,15
2613640,2613639,15
3322582,3320666,33
2234341,2236257,30
3635347,3637263,15
3201894,3203810,15
3539094,3539095,15
3171464,3171463,15
3414689,3416605,15
3479682,3477766,83
3464415,3464414,45
3724952,3726868,15
3500790,3502706,22
3727068,3728984,16
3569830,3569831,75
3468188,3468187,28
3516168,3516169,15
3588921,3588922,30
3207642,3209558,15
2586724,2586725,45
3615767,3615766,45
3462478,3464394,45
3470119,3472035,38
3280699,3278783,30
2879969,2879970,15
2924039,2924038,15
3680896,3678980,15
3533358,3531442,92
3698318,3698319,15
3726835,3726834,15
3475878,3475879,39
3565960,3565961,75
3569787,3569788,60
3309333,3307417,15
3723101,3725017,45
3044741,3044740,30
3698322,3698321,107
3152304,3152305,15
3276585,3276586,30
3496938,3495022,21
2778406,2778407,15
3433703,3433702,150
3521843,3521844,64
3213396,3213397,26
2580979,2580980,105
3525713,3525714,27
3472094,3472095,24
3684956,3684957,30
3751801,3749885,45
3614051,3614052,15
3481613,3481614,39
3031342,3031341,15
2569451,2569450,15
3493093,3495009,57
3523751,3525667,58
3290292,3290293,15
3550848,3550847,15
3537153,3539069,57
2630803,2630804,30
3502673,3500757,93
3362952,3361036,15
3675314,3675315,45
2716998,2715082,15
3577481,3579397,19
3635167,3635168,20
3516084,3516085,45
3504635,3502719,21
3575546,3577462,67
3786241,3786242,15
3556389,3556388,20
3535302,3537218,15
3516129,3514213,105
3600431,3600432,30
3598496,3598497,15
3510390,3512306,51
3286453,3284537,15
3127109,3127110,15
3320660,3318744,15
3514194,3512278,46
3627273,3629189,15
3276612,3278528,15
3422272,3422273,18
3307385,3307384,15
3083031,3081115,15
3569857,3571773,40
3006416,3004500,15
3518020,3518019,25
3512469,3512468,25
3577388,3577387,15
3554436,3554437,25
3280408,3280407,15
3473942,3472026,30
3577499,3575583,67
3133136,3133135,30
2945112,2947028,15
3454783,3452867,45
3588948,3588949,30
3642610,3642611,45
3610008,3610007,28
2743856,2741940,45
3142490,3142489,15
3717325,3717326,22
3506571,3506572,30
2768836,2766920,15
3678984,3678985,37
3629226,3627310,30
3774704,3774705,15
3546769,3546770,45
3529488,3529487,31
3523769,3523768,86
3550694,3550693,17
2872312,2872313,15
3393522,3393523,25
3433712,3433713,15
3479705,3481621,18
2642310,2642309,41
3345727,3345728,18
3550690,3552606,35
3477937,3477938,20
3293824,3293825,230
3646355,3644439,30
3313204,3313205,60
3552532,3552531,22
3073503,3073504,15
3577411,3577412,225
3625329,3625328,45
3267120,3269036,90
3558240,3558239,60
3636773,3636774,32
3487516,3487515,39
3736688,3736687,45
3556495,3558411,16
3512302,3510386,15
3600625,3600626,15
3611869,3611870,20
3554463,3556379,22
3473951,3473952,49
3514264,3514263,55
2665349,2665348,15
2582994,2584910,15
3519912,3519911,60
3046658,3046659,15
3309148,3311064,45
3540991,3542907,27
3483593,3481677,15
3631186,3633102,52
3569848,3569847,50
3761706,3763622,37
3598523,3600439,15
3717228,3717229,33
3615749,3617665,18
2960390,2962306,15
3728795,3728796,60
3730674,3730675,15
3761720,3761721,30
2830095,2830094,30
3686627,3686628,60
3370491,3370492,30
3008333,3010249,17
3550611,3548695,15
3667536,3669452,15
3523893,3521977,15
3611898,3613814,105
3343749,3343750,15
3410743,3410744,30
3548801,3548802,52
2648028,2646112,15
3127373,3127374,15
3297642,3295726,15
3596579,3596578,30
3257491,3257492,30
3232556,3232555,75
3602384,3602383,15
3542996,3542997,33
3682757,3682758,30
3600488,3602404,15
3767130,3765214,17
3609988,3611904,30
3211504,3211505,30
3156111,3156110,15
2887547,2887548,15
3487416,3485500,30
3637082,3637081,15
3560229,3560228,50
3316826,3318742,30
3313150,3313151,19
3249972,3249973,15
3330271,3332187,16
3207870,3205954,199
3497144,3499060,142
3523850,3523849,25
3483518,3483519,39
3556452,3558368,15
3617729,3617728,15
3424177,3426093,45
2588634,2588633,15
3633108,3633109,30
3550620,3550621,15
3292040,3292041,15
3435704,3437620,15
3671274,3671275,30
3301496,3301495,45
3563989,3563988,60
3564059,3564058,15
3660006,3660007,20
3418515,3420431,45
3081390,3081389,15
3215392,3215391,15
2598199,2598200,15
3519935,3519936,26
3450986,3449070,15
3560168,3560169,27
3498943,3497027,33
3292194,3294110,15
3521827,3523743,57
3684732,3684733,17
2820501,2820500,15
3518000,3519916,36
3690515,3688599,60
3818791,3818792,15
3560211,3560212,42
3548855,3548856,45
3604265,3604264,15
3366639,3364723,30
3311066,3311065,19
2833918,2835834,15
3361150,3361151,37
3719147,3721063,15
3529504,3529503,29
3692626,3694542,30
3508592,3508593,67
3539085,3537169,60
3470180,3470179,135
3543050,3544966,15
3669460,3669461,60
2912462,2914378,165
3531439,3529523,21
3274948,3273032,50
3545139,3547055,22
3598469,3600385,70
3542998,3541082,30
3347595,3347596,15
3862915,3862914,45
3565924,3564008,15
3217246,3217245,15
3579531,3579530,15
3654079,3654078,30
3489277,3489278,37
2673008,2673007,15
3144412,3144411,15
2603979,2602063,18
3855215,3855214,30
2588616,2588617,30
3130932,3132848,15
3464370,3466286,17
3615970,3615971,15
3456727,3456728,29
2956535,2954619,75
3571645,3569729,56
3535239,3533323,39
3545003,3545002,26
3502689,3502688,55
3629409,3629408,22
3636813,3638729,60
3650358,3652274,75
3631076,3631077,15
3437542,3437543,180
2812778,2812779,30
3581242,3581241,22
2607795,2607794,45
3571659,3571658,32
3596622,3594706,90
3594687,3592771,60
3366648,3366649,22
3529513,3529514,78
3535318,3537234,47
3318775,3320691,27
3242073,3242074,35
3569961,3569960,45
3019808,3021724,15
3608100,3608099,15
3345673,3347589,15
3550563,3550564,50
3550606,3550607,30
3248025,3246109,45
3527623,3527622,15
3751771,3751770,15
3481624,3483540,45
3659843,3657927,102
3441365,3441364,15
3483531,3485447,135
3650274,3650275,15
3544836,3544835,23
3558290,3558291,37
3667482,3667483,75
3690664,3690665,30
2966179,2968095,15
3481597,3481598,33
3500763,3500764,34
3826479,3824563,15
3563975,3563974,45
3495109,3497025,45
3550717,3552633,30
3474012,3472096,50
3491327,3491326,30
2983420,2981504,15
3539123,3539124,39
3562133,3564049,75
2676874,2676875,15
3399399,3399398,30
3165501,3167417,60
3454783,3454782,20
3171240,3169324,17
3121371,3121372,15
3282328,3284244,60
3554420,3554421,15
3412654,3414570,163
3154009,3154008,15
3270850,3270851,45
3167630,3169546,15
2876087,2876086,15
2586712,2586711,15
3441392,3439476,15
3408824,3408825,17
3487346,3485430,54
3313137,3315053,90
3506517,3508433,96
3556386,3556385,15
3562248,3560332,18
3368572,3368573,32
3201995,3201994,15
3552516,3552515,35
2341625,2343541,15
2966138,2968054,37
2655757,2655756,30
3726833,3726834,30
3518027,3518028,45
3487360,3487359,17
3590844,3590843,45
3449051,3449050,22
3399257,3399258,15
3362821,3362822,15
3541018,3542934,26
3518013,3519929,37
2548607,2548608,30
3654061,3655977,17
3481694,3481695,30
3655996,3657912,15
3142723,3142724,20
3759453,3759454,16
3761388,3761389,30
3184874,3184873,45
3592779,3592778,25
3301496,3299580,30
3010252,3012168,15
3614053,3614052,15
3477801,3477800,49
3579373,3579374,15
3585091,3587007,17
3525688,3525687,116
2948943,2947027,16
3694367,3696283,15
3386076,3387992,22
3688505,3688506,18
3627307,3625391,15
3343905,3343906,15
3554424,3552508,17
3562137,3562136,52
3552568,3554484,90
3289998,3289999,15
3155926,3155927,30
3508425,3508426,42
3558294,3556378,22
3667527,3665611,25
3286453,3286452,15
3761375,3761376,15
3268942,3270858,17
3556359,3554443,90
3410750,3408834,45
2937439,2937440,15
3552555,3554471,26
3797711,3799627,16
3611896,3611897,30
3523766,3523765,63
3527772,3529688,15
3623446,3623447,15
2866472,2866471,15
3558387,3558388,21
3230591,3228675,18
3684676,3686592,40
3573753,3573752,18
3523805,3525721,90
3608290,3608291,60
3604265,3602349,15
3309415,3309416,16
3261466,3261467,65
3585048,3585049,45
3592788,3592789,28
3560168,3562084,61
3521870,3521871,46
3663682,3663683,37
3717230,3715314,20
3313150,3315066,15
3805402,3807318,16
2933545,2933546,15
3749850,3749849,60
3535266,3535265,22
3244058,3242142,15
3546850,3546851,15
3642691,3644607,45
3619646,3619647,16
3632997,3632998,105
2559898,2559899,105
3337928,3337929,30
3506535,3504619,63
3299891,3299892,15
3588936,3588935,30
2580976,2580977,60
3493095,3491179,40
3673209,3673210,15
3334168,3334169,15
3493332,3493331,15
3544822,3544821,15
3322719,3320803,75
3431807,3431808,30
3424195,3424194,30
3588891,3588892,30
3328354,3326438,26
3541088,3543004,30
3521827,3521828,63
3228726,3228725,40
3435704,3435705,21
3525674,3523758,80
3378130,3376214,30
3219375,3217459,18
3370482,3370481,18
3489268,3487352,25
3598460,3598459,26
3820726,3820727,15
3824553,3824554,42
3583201,3581285,15
3512356,3512355,24
3571831,3569915,15
3642581,3644497,31
3715571,3715572,15
3671317,3673233,60
3567802,3567801,30
3458610,3456694,42
3525670,3525671,64
3498916,3498915,37
3656000,3655999,67
3531439,3531438,33
3600418,3600419,31
3527605,3529521,33
2113647,2115563,15
3324633,3324634,30
3539071,3537155,32
3611900,3611899,15
3529504,3527588,24
3690515,3690514,60
3544933,3543017,15
3571686,3569770,30
3537337,3537338,15
3334213,3334212,30
3508556,3508555,45
3332260,3334176,15
3506675,3506674,30
3596789,3596788,16
3456727,3458643,30
3604288,3604289,31
3330386,3330385,15
3546947,3546948,45
3173157,3173158,20
3727088,3725172,15
3736848,3736849,15
3648330,3648329,60
3428018,3428019,30
3678988,3678987,15
3464361,3464360,30
3596591,3596592,105
3426069,3427985,16
3092621,3092622,15
3175079,3176995,17
3545003,3543087,36
3039006,3037090,23
3466305,3468221,60
3389649,3389650,15
3533356,3535272,37
2736225,2736226,15
3245910,3245909,15
3539141,3539140,45
3709579,3709578,30
3397310,3397309,22
3554540,3554539,22
